"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11665","testFindKnivesOutInGrid()","","2025-12-07","passed","2025-12-07","","iscteiul.insta.demo1.ex2.selenide.database.test.MovieInfoTest","iscteiul.insta.demo1.ex2.selenide.database.test.MovieInfoTest","testFindKnivesOutInGrid"
